0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	1
17	0
18	0
19	1
20	0
21	0
22	0
23	1
24	0
25	0
26	1
27	0
28	0
29	1
30	1
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	1
46	0
47	1
48	0
49	0
50	0
51	0
52	0
53	0
54	1
55	0
56	0
57	1
58	0
59	1
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	1
71	0
72	0
73	0
74	1
75	0
76	0
77	0
78	0
79	0
80	1
81	0
82	1
83	0
84	0
85	1
86	0
87	1
88	0
89	0
90	0
91	1
92	0
93	1
94	0
95	1
96	0
97	0
98	1
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	1
112	0
113	1
114	0
115	1
116	0
117	0
118	0
119	0
120	1
121	0
122	1
123	0
124	1
125	0
126	1
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	1
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	1
150	0
151	1
152	0
153	1
154	0
155	1
156	0
157	1
158	0
159	1
160	0
161	0
162	0
163	0
164	1
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	1
177	0
178	1
179	0
180	0
181	0
182	1
183	0
184	1
185	1
186	0
187	0
188	1
189	0
190	1
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	1
201	0
202	1
203	0
204	0
205	0
206	1
207	0
208	0
209	0
210	0
211	1
212	0
213	1
214	0
215	1
216	0
217	1
218	0
219	1
220	0
221	1
222	0
223	1
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	1
234	0
235	0
236	1
237	0
238	1
239	0
240	0
241	1
242	1
243	0
244	1
245	0
246	1
247	0
248	1
249	0
250	1
251	0
252	1
253	0
254	1
255	0
256	0
257	0
258	0
259	1
260	0
261	0
262	1
263	0
264	1
265	0
266	0
267	0
268	0
269	0
270	1
271	1
272	1
273	0
274	0
275	1
276	0
277	1
278	0
279	0
280	0
281	1
282	0
283	1
284	0
285	0
286	1
287	1
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	1
296	0
297	0
298	0
299	1
300	0
301	1
302	0
303	1
304	0
305	0
306	1
307	0
308	1
309	0
310	1
311	0
312	1
313	0
314	1
315	0
316	1
317	1
318	1
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	1
332	0
333	0
334	1
335	0
336	1
337	0
338	0
339	0
340	0
341	1
342	0
343	1
344	0
345	1
346	0
347	1
348	0
349	1
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	1
358	0
359	1
360	0
361	1
362	0
363	0
364	0
365	1
366	0
367	1
368	0
369	0
370	1
371	1
372	1
373	0
374	1
375	0
376	1
377	0
378	1
379	0
380	1
381	1
382	1
383	0
384	0
385	0
386	0
387	1
388	0
389	0
390	0
391	0
392	0
393	0
394	1
395	0
396	1
397	0
398	1
399	0
400	1
401	0
402	1
403	0
404	0
405	1
406	0
407	1
408	0
409	1
410	0
411	1
412	1
413	0
414	1
415	1
416	0
417	0
418	0
419	0
420	1
421	0
422	1
423	1
424	0
425	1
426	0
427	1
428	0
429	1
430	0
431	1
432	0
433	1
434	0
435	1
436	1
437	0
438	1
439	0
440	1
441	0
442	1
443	0
444	1
445	1
446	1
447	0
448	0
449	0
450	0
451	0
452	0
453	1
454	0
455	0
456	0
457	0
458	1
459	0
460	1
461	0
462	1
463	0
464	1
465	0
466	1
467	0
468	0
469	1
470	0
471	1
472	0
473	1
474	0
475	1
476	0
477	1
478	0
479	1
480	0
481	1
482	0
483	0
484	0
485	0
486	0
487	1
488	0
489	0
490	0
491	1
492	0
493	1
494	0
495	1
496	0
497	1
498	0
499	1
500	1
501	0
502	1
503	0
504	1
505	0
506	1
507	1
508	1
509	0
510	1
511	1
512	0
513	0
514	0
515	0
516	1
517	0
518	1
519	0
520	1
521	0
522	1
523	0
524	0
525	0
526	1
527	0
528	0
529	0
530	1
531	0
532	1
533	1
